MatchId,HomeTeam,AwayTeam,Season,Round,HomeScore,AwayScore
217,saracens,gloucester,18/19,SF,44,19
218,exeter-chiefs,saracens,18/19,F,34,37
219,wasps,london-irish,19/20,1,26,29
220,exeter-chiefs,harlequins,19/20,1,22,19
221,sale,gloucester,19/20,1,16,18
222,saracens,northampton,19/20,1,25,27
223,worcester,leicester,19/20,1,24,16
224,bristol,bath,19/20,1,43,16
225,leicester,saracens,19/20,2,10,24
226,gloucester,wasps,19/20,2,25,9
227,harlequins,bristol,19/20,2,22,17
228,london-irish,sale,19/20,2,7,41
229,northampton,worcester,19/20,2,35,16
230,bath,exeter-chiefs,19/20,2,13,10
231,worcester,exeter-chiefs,19/20,3,20,24
232,leicester,gloucester,19/20,3,16,13
233,saracens,london-irish,19/20,3,16,13
234,wasps,bath,19/20,3,30,22
235,bristol,sale,19/20,3,16,10
236,northampton,harlequins,19/20,3,40,22
237,exeter-chiefs,bristol,19/20,4,17,20
238,london-irish,leicester,19/20,4,36,11
239,bath,northampton,19/20,4,22,13
240,gloucester,saracens,19/20,4,12,21
241,harlequins,worcester,19/20,4,14,19
242,sale,wasps,19/20,4,28,18
243,bristol,london-irish,19/20,5,27,27
244,harlequins,gloucester,19/20,5,23,19
245,exeter-chiefs,wasps,19/20,5,38,3
246,northampton,leicester,19/20,5,36,13
247,worcester,sale,19/20,5,20,13
248,bath,saracens,19/20,5,12,25
249,london-irish,bath,19/20,6,10,38
250,leicester,exeter-chiefs,19/20,6,22,31
251,sale,northampton,19/20,6,22,10
252,saracens,bristol,19/20,6,47,13
253,wasps,harlequins,19/20,6,22,28
254,gloucester,worcester,19/20,6,36,3
255,exeter-chiefs,saracens,19/20,7,14,7
256,harlequins,leicester,19/20,7,30,30
257,bath,sale,19/20,7,16,14
258,worcester,london-irish,19/20,7,20,6
259,northampton,gloucester,19/20,7,33,26
260,bristol,wasps,19/20,7,21,26
261,wasps,northampton,19/20,8,31,35
262,london-irish,exeter-chiefs,19/20,8,25,45
263,gloucester,bath,19/20,8,29,15
264,saracens,worcester,19/20,8,62,5
265,leicester,bristol,19/20,8,31,18
266,sale,harlequins,19/20,8,48,10
267,harlequins,saracens,19/20,9,41,14
268,bath,leicester,19/20,9,13,10
269,bristol,gloucester,19/20,9,34,16
270,exeter-chiefs,sale,19/20,9,19,22
271,worcester,wasps,19/20,9,26,30
272,northampton,london-irish,19/20,9,16,20
273,northampton,bristol,19/20,10,14,20
274,harlequins,london-irish,19/20,10,15,29
275,leicester,wasps,19/20,10,18,9
276,saracens,sale,19/20,10,36,22
277,worcester,bath,19/20,10,21,22
278,gloucester,exeter-chiefs,19/20,10,15,26
279,bristol,worcester,19/20,11,13,10
280,exeter-chiefs,northampton,19/20,11,57,7
281,bath,harlequins,19/20,11,19,12
282,london-irish,gloucester,19/20,11,24,20
283,sale,leicester,19/20,11,36,3
284,wasps,saracens,19/20,11,60,10
285,bath,bristol,19/20,12,13,19
286,london-irish,wasps,19/20,12,26,36
287,harlequins,exeter-chiefs,19/20,12,34,30
288,leicester,worcester,19/20,12,14,8
289,northampton,saracens,19/20,12,21,27
290,gloucester,sale,19/20,12,17,23
291,bristol,harlequins,19/20,13,28,15
292,exeter-chiefs,bath,19/20,13,57,20
293,wasps,gloucester,19/20,13,39,22
294,saracens,leicester,19/20,13,24,13
295,sale,london-irish,19/20,13,39,0
296,worcester,northampton,19/20,13,10,16
297,northampton,wasps,19/20,14,21,34
298,bristol,saracens,19/20,14,16,12
299,bath,london-irish,19/20,14,34,17
300,exeter-chiefs,leicester,19/20,14,26,13
301,worcester,gloucester,19/20,14,15,44
302,harlequins,sale,19/20,14,16,10
303,leicester,bath,19/20,15,16,28
304,london-irish,northampton,19/20,15,3,27
305,saracens,harlequins,19/20,15,38,24
306,gloucester,bristol,19/20,15,24,33
307,wasps,worcester,19/20,15,32,17
308,sale,exeter-chiefs,19/20,15,22,32
309,northampton,bath,19/20,16,3,18
310,leicester,london-irish,19/20,16,13,7
311,saracens,gloucester,19/20,16,36,20
312,worcester,harlequins,19/20,16,29,14
313,bristol,exeter-chiefs,19/20,16,22,25
314,wasps,sale,19/20,16,11,20
315,bath,wasps,19/20,17,23,27
316,london-irish,saracens,19/20,17,12,40
317,gloucester,leicester,19/20,17,46,30
318,exeter-chiefs,worcester,19/20,17,59,7
319,harlequins,northampton,19/20,17,30,17
320,sale,bristol,19/20,17,40,7
321,gloucester,london-irish,19/20,18,36,23
322,leicester,sale,19/20,18,31,40
323,harlequins,bath,19/20,18,27,41
324,saracens,wasps,19/20,18,18,28
325,northampton,exeter-chiefs,19/20,18,19,22
326,worcester,bristol,19/20,18,13,36
327,bath,worcester,19/20,19,40,15
328,london-irish,harlequins,19/20,19,15,38
329,sale,saracens,19/20,19,24,17
330,exeter-chiefs,gloucester,19/20,19,35,22
331,wasps,leicester,19/20,19,54,7
332,bristol,northampton,19/20,19,47,10
333,gloucester,harlequins,19/20,20,15,28
334,saracens,exeter-chiefs,19/20,20,40,17
335,london-irish,worcester,19/20,20,25,40
336,sale,bath,19/20,20,22,37
337,leicester,northampton,19/20,20,28,24
338,wasps,bristol,19/20,20,59,35
339,bristol,leicester,19/20,21,40,3
340,exeter-chiefs,london-irish,19/20,21,19,22
341,worcester,saracens,19/20,21,40,27
342,northampton,sale,19/20,21,14,34
343,harlequins,wasps,19/20,21,23,32
344,bath,gloucester,19/20,21,31,20
345,sale,worcester,19/20,22,0,20
346,gloucester,northampton,19/20,22,20,0
347,leicester,harlequins,19/20,22,26,32
348,london-irish,bristol,19/20,22,7,36
349,saracens,bath,19/20,22,17,17
350,wasps,exeter-chiefs,19/20,22,46,5
351,exeter-chiefs,bath,19/20,SF,35,6
352,wasps,bristol,19/20,SF,47,24
353,exeter-chiefs,wasps,19/20,F,19,13
354,wasps,bristol,20/21,1,23,20
355,leicester,gloucester,20/21,1,38,15
356,worcester,london-irish,20/21,1,11,10
357,bath,newcastle,20/21,1,12,19
358,sale,northampton,20/21,1,32,23
359,harlequins,exeter-chiefs,20/21,1,3,33
360,london-irish,leicester,20/21,2,22,9
361,exeter-chiefs,bath,20/21,2,40,3
362,bristol,worcester,20/21,2,30,13
363,gloucester,wasps,20/21,2,40,24
364,northampton,harlequins,20/21,2,29,49
365,newcastle,sale,20/21,2,15,13
366,gloucester,harlequins,20/21,3,24,34
367,london-irish,sale,20/21,3,13,21
368,leicester,exeter-chiefs,20/21,3,13,35
369,wasps,newcastle,20/21,3,17,27
370,worcester,bath,20/21,3,17,33
371,bristol,northampton,20/21,3,18,17
372,sale,wasps,20/21,4,23,26
373,northampton,worcester,20/21,4,29,10
374,exeter-chiefs,gloucester,20/21,4,28,20
375,harlequins,bristol,20/21,4,19,27
376,leicester,bath,20/21,5,36,31
377,gloucester,sale,20/21,5,19,22
378,wasps,exeter-chiefs,20/21,5,34,5
